,id,age,cc_avg_time_per_month,cc_spend_per_month++,kp_spend_per_month++,kp_avg_time_per_month,1,2,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,11.0,12.0,13.0,income
98,99,3,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11000
99,100,4,,,1862583.3333333333,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,20000
100,101,3,6.5,9500.0,174316.66666666666,2.1666666666666665,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20000
101,102,4,2.8333333333333335,2200.0,1778316.6666666667,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,29000
102,103,3,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,24000
103,104,5,2.4,2959.9999999999995,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,32000
104,105,4,3.0,3333.333333333333,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,28000
105,106,4,,,20483.333333333332,2.3333333333333335,0,1,0,0,0,0,0,0,0,0,1,0,0,0,38000
106,107,3,6.0,20400.0,819216.6666666666,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,41000
107,108,4,9.75,28800.0,268550.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,69000
108,109,4,,,271033.3333333333,3.6666666666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,42000
109,110,5,1.0,8000.0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12000
110,111,4,5.766666666666667,41013.33333333333,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,43000
111,112,3,1.0,15333.333333333334,155266.66666666666,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18000
112,113,3,,,2153050.0,3.6666666666666665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,50000
113,114,5,4.333333333333333,14633.333333333334,241433.33333333334,3.1666666666666665,0,1,0,0,0,0,0,0,0,0,0,0,0,1,43000
114,115,5,3.5,15900.0,46450.0,3.3333333333333335,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19000
115,116,3,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,24000
116,117,3,4.0,13500.0,371050.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,134000
117,118,5,,,45866.666666666664,3.1666666666666665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,28000
118,119,4,3.333333333333333,46350.0,188500100.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,34000
119,120,3,,,484150.0,3.8333333333333335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,64000
120,121,4,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,132000
121,122,5,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,28000
122,123,4,,,118166.66666666667,3.1666666666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,44000
123,124,3,6.166666666666667,12916.666666666668,713533.3333333334,4.166666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,68000
124,125,5,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,104000
125,126,3,,,170533.33333333334,4.166666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,17000
126,127,3,1.0,750.0,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,24000
127,128,4,,,619140.0,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17000
128,129,3,,,87066.66666666667,3.6666666666666665,1,0,0,0,0,0,0,0,0,0,1,0,0,0,32000
129,130,4,4.0,8580.0,114660.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,54000
130,131,3,1.0,6000.0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11000
131,132,3,2.8333333333333335,1033.3333333333333,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49000
132,133,3,3.0,1500.0,80750.0,2.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,32000
133,134,5,23.666666666666664,16666.666666666668,221160.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,67000
134,135,3,6.5,9850.0,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,36000
135,136,3,,,10366.666666666666,1.6666666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15000
136,137,3,,,4379816.666666667,4.166666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25000
137,138,5,4.166666666666666,8050.0,21083.333333333332,3.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23000
138,139,4,4.166666666666667,14966.666666666668,661380.0,2.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,229000
139,140,3,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33000
140,141,5,1.0,660.0,3350.0,1.8333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,38000
141,142,3,,,114016.66666666667,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17000
142,143,3,1.0,29000.0,37833.333333333336,2.1666666666666665,0,1,0,0,0,0,0,0,0,0,1,0,0,0,22000
143,144,3,5.666666666666667,13666.666666666668,405233.3333333333,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18000
144,145,3,4.5,29500.0,115566.66666666667,3.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,23000
145,146,4,3.2,19220.0,532450.0,3.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,23000
146,147,3,2.6,2780.0000000000005,65366.666666666664,3.6666666666666665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21000
147,148,4,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,28000
148,149,2,8.333333333333334,10233.333333333334,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20000
149,150,3,,,322800.0,3.6666666666666665,1,0,0,0,0,0,0,0,0,0,1,0,0,0,33000
150,151,6,,,128766.66666666667,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,111000
151,152,4,,,5550.0,2.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19000
152,153,4,3.1666666666666665,6699.999999999999,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,80000
153,154,4,13.666666666666666,41233.333333333336,329650.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,57000
154,155,4,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,26000
155,156,4,,,801816.6666666666,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,69000
156,157,4,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,27000
157,158,5,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19000
158,159,4,1.0,575.0,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18000
159,160,3,20.0,40083.33333333333,380433.3333333333,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,69000
160,161,4,3.3,11950.0,8216.666666666666,3.3333333333333335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18000
161,162,6,9.166666666666666,9716.666666666666,463360.0,1.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,181000
162,163,3,9.066666666666666,46626.666666666664,568433.3333333334,3.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,39000
163,164,4,8.666666666666666,6549.999999999999,8250.0,1.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,29000
164,165,4,,,76733.33333333333,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,38000
165,166,3,,,143650.0,2.1666666666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,141000
166,167,4,,,685833.3333333334,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19000
167,168,4,1.0,3200.0,13400.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12000
168,169,5,1.5,27775.0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,27000
169,170,4,2.5,6675.0,49416.666666666664,2.3333333333333335,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21000
170,171,4,,,166100.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24000
171,172,3,,,1609766.6666666667,3.3333333333333335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24000
172,173,4,1.0,13000.0,10076366.666666666,4.166666666666667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,106000
173,174,3,,,48566.666666666664,3.1666666666666665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18000
174,175,3,,,192900.0,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,57000
175,176,5,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18000
176,177,3,1.25,1950.0,290266.6666666667,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,44000
177,178,5,2.6666666666666665,2633.333333333333,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49000
178,179,3,2.8,5640.0,102633.33333333333,3.6666666666666665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19000
179,180,4,7.833333333333333,6483.333333333333,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,46000
180,181,3,3.0,7920.0,113740.0,3.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,50000
181,182,6,,,71560.0,3.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,48000
182,183,4,,,62700.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,78000
183,184,3,6.75,13100.0,134966.66666666666,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,24000
184,185,5,1.75,10325.0,39583.333333333336,2.6666666666666665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,42000
185,186,3,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18000
186,187,4,,,97300.0,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,27000
187,188,3,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,34000
188,189,3,,,91533.33333333333,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,59000
189,190,4,,,494400.0,3.8333333333333335,0,1,0,0,0,1,0,0,0,0,0,0,0,0,49000
190,191,5,,,37700.0,3.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,91000
191,192,3,38.333333333333336,78616.66666666667,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,90000
192,193,4,,,250.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23000
193,194,3,,,55800.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,27000
194,195,3,10.75,13316.666666666666,102566.66666666667,2.6666666666666665,0,1,0,0,0,0,0,0,0,0,1,0,0,0,40000
195,196,4,,,374700.0,3.8333333333333335,1,0,0,0,0,0,0,0,0,0,1,0,0,0,30000
196,197,3,2.6,2780.0000000000005,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13000
197,198,3,,,30250.0,1.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16000
198,199,6,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11000
199,200,3,2.0,2700.0,7540.0,3.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,19000
200,201,4,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,17000
201,202,4,1.25,4175.0,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19000
202,203,5,,,1146766.6666666667,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,50000
203,204,3,,,1346500.0,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17000
204,205,3,31.0,367720.0,1216266.6666666667,2.6666666666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,142000
205,206,5,,,4200.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,117000
206,207,4,,,598266.6666666666,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,120000
207,208,6,2.3333333333333335,5666.666666666667,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,446000
208,209,4,,,65950.0,2.8333333333333335,0,1,0,0,0,0,0,0,0,0,1,0,0,0,27000
209,210,6,1.0,1600.0,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,73000
210,211,4,,,713316.6666666666,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,42000
211,212,4,,,169000.0,3.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,37000
212,213,3,1.6666666666666667,3866.666666666667,154800.0,3.6666666666666665,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17000
213,214,5,1.0,6000.0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14000
214,215,4,3.0,8500.0,72050.0,2.1666666666666665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,85000
215,216,3,2.3333333333333335,8766.666666666668,1292966.6666666667,3.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21000
216,217,3,,,92283.33333333333,2.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18000
217,218,3,,,204450.0,3.6666666666666665,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24000
218,219,5,1.0,2680.0,1274100.0,3.8333333333333335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,55000
219,220,6,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,29000
220,221,4,2.0,5940.0,137766.66666666666,3.6666666666666665,0,1,0,0,0,0,0,0,0,0,1,0,0,0,22000
221,222,3,2.8,3139.9999999999995,47633.333333333336,2.6666666666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,24000
222,223,4,26.333333333333336,63266.66666666667,217566.66666666666,3.3333333333333335,1,0,0,0,0,0,0,0,0,0,1,0,0,0,119000
223,224,5,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,27000
224,225,3,1.0,9000.0,69083.33333333333,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,22000
225,226,5,1.0,1000.0,62700.0,1.1666666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,87000
226,227,4,8.166666666666666,5583.333333333333,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,62000
227,228,3,,,129483.33333333333,2.8333333333333335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,29000
228,229,4,2.5,1783.3333333333335,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23000
229,230,4,1.0,5125.0,109366.66666666667,3.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,42000
230,231,4,1.0,2783.3333333333335,67133.33333333333,2.8333333333333335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25000
231,232,4,,,141250.0,3.8333333333333335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,38000
232,233,4,,,851066.6666666666,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,40000
233,234,5,18.666666666666664,15866.666666666666,322350.0,3.8333333333333335,1,0,0,0,0,0,0,0,0,0,1,0,0,0,31000
234,235,3,,,7238116.666666667,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11000
235,236,3,6.0,11683.333333333332,1243816.6666666667,4.166666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18000
236,237,3,,,7954400.0,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18000
237,238,3,7.166666666666667,19550.0,200.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,69000
238,239,5,1.25,9275.0,8300.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,39000
239,240,4,3.75,31450.0,1193550.0,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,73000
240,241,4,8.0,6316.666666666667,460733.3333333333,4.166666666666667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,40000
241,242,5,1.25,925.0,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,65000
242,243,5,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13000
243,244,4,3.3333333333333335,5566.666666666667,235333.33333333334,4.166666666666667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24000
244,245,5,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25000
245,246,4,,,1892383.3333333333,3.1666666666666665,1,0,0,0,0,0,0,0,0,0,1,0,0,0,374000
246,247,3,,,74600.0,3.6666666666666665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,28000
247,248,6,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,313000
248,249,4,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,99000
249,250,3,,,7068550.0,4.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,250000
250,251,4,,,45850.0,3.3333333333333335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17000
251,252,4,,,67583.33333333333,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19000
252,253,3,3.4,5580.0,263166.6666666667,3.3333333333333335,0,1,0,0,0,0,0,0,0,0,1,0,0,0,64000
253,254,4,2.0,7500.0,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,46000
254,255,4,1.2,2700.0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,29000
255,256,5,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,20000
256,257,3,,,350750.0,2.1666666666666665,1,0,0,0,0,0,0,0,0,0,1,0,0,0,27000
